"Structure No","ID_NEW","pKi","Smiles"
"305","CPDXA0305","7.808231443480033","CC(C)N(CC1)CCC1NC(c1nc(c(C(OCCOC)=O)ccc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"306","CPDXA0306","7.804796007700316","CC(C)N(CC1)CCC1NC(c1cc(C(N[C@@H](C)C(O)=O)=O)n[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"307","CPDXA0307","7.801646090399549","CC(C)N(CC1)CCC1NC(c1nc(c(C(N(C2)CC2O)=O)ccc2)c2[n]1Cc1cc(ccc(Cl)c2)c2[s]1)=O"
"308","CPDXA0308","7.801617869991706","COC[C@H](CN(C1)S(c2cc(ccc(Cl)c3)c3[nH]2)(=O)=O)N(Cc(cc2)cc3c2c(N)ncn3)C1=O"
"309","CPDXA0309","7.795880017344074","CC(C)N(CC1)CCC1NC(c1cc(C(NC2CCC2)=O)n[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"310","CPDXA0310","7.795880017344074","O=C([C@H](CNC(c([s]1)ccc1Cl)=O)N(CC(F)F)CC1CC1)Nc(cc1)ccc1N(CCOC1)C1=O"
"311","CPDXA0311","7.793130985307892","CCOCC(COc(cc1)cc2c1[n](CC(Nc(cc1)ncc1Cl)=O)c(C(NC(CC1)CCN1C(C)C)=O)n2)O"
"312","CPDXA0312","7.79070071737901","CC(C)N(CC1)CCC1NC(c1cc(C(OCCOC)=O)n[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"313","CPDXA0313","7.789681480173767","OCCNc1nccc(N2CCC(CN(CCN(C3)S(c4cc(ccc(Cl)c5)c5[s]4)(=O)=O)C3=O)CC2)n1"
"314","CPDXA0314","7.789495831092051","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(OCCN3CCOCC3)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"315","CPDXA0315","7.7860784971472325","CCOC(COc(cc1)cc2c1[n](Cc1n[o]c(-c([s]3)ccc3Cl)c1)c(C(NC(CC1)CCN1C(C)C)=O)c2)=O"
"316","CPDXA0316","7.784888677288592","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(cc2)c1cc2C(N(CC1)[C@@H]1C(O)=O)=O)=O"
"317","CPDXA0317","7.782802424255694","CC(C)N(CC1)CCC1NC(c1nc(c(C(N2CCOCCC2)=O)c(cc2)F)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"318","CPDXA0318","7.782129164709648","CC(C)N(CC1)CCC1NC(c1nc(ccc(C(O)=O)c2)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"319","CPDXA0319","7.775875699337304","CC(C)N(CC1)CCC1NC(c1cc(c(C(OC(C)OC(C(C)(C)C)=O)=O)ccc2)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"320","CPDXA0320","7.770303756120384","CCS(c1ncc(C(NC(CC2)CCN2C(C)C)=O)[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)(=O)=O"
"321","CPDXA0321","7.769806621130954","COc(cc1)ncc1-c(cc1)ccc1C(NC/C=C/c(cc(cc1)C(N)=N)c1O)=O"
"322","CPDXA0322","7.769551078621725","CC(C)N(CC1)CCC1NC(c1cc(cc(nc2)OCCCO)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"323","CPDXA0323","7.76755866065513","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(OC(C)OC(OC(C)C)=O)=O)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"324","CPDXA0324","7.76598918241282","NC(c(cc1)cc(CN(CC[C@@H]2NS(c3cc(cncc4)c4[s]3)(=O)=O)C2=O)c1O)=N"
"325","CPDXA0325","7.75774509188147","CC(C)N(CC1)CCC1NC(c(c1ccc2)n[n](Cc3n[o]c(-c([s]4)ccc4Cl)c3)c1c2C(OC)=O)=O"
"326","CPDXA0326","7.748755304145184","O=C(C(CNC(c([s]1)ccc1Cl)=O)(F)F)Nc(cc1)ccc1N(CCOC1)C1=O"
"327","CPDXA0327","7.7453987388344485","CC(C)N(CC1)CCC1NC(c1cnc(-c(c(F)ccc2)c2F)[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"328","CPDXA0328","7.7431648454005915","CC(C)N(CC1)CCC1N(C)C(c1nc(cc(cc2)OCCO)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"329","CPDXA0329","7.7407748806588295","CC(C)N(CC1)CCC1NC(c1cc(C(OCC2CC2)=O)n[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"330","CPDXA0330","7.738527623487436","CC(C)N(CC1)CCC1NC(c1cc(c(OCCO)ccc2)c2[n]1Cc1cc(OC)ccc1)=O"
"331","CPDXA0331","7.734249875979262","CC(C)N(CC1)CCC1NC(c1nc(cc(cc2)C(N(C3)CC3O)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"332","CPDXA0332","7.734098890834823","CC(C)N(CC1)CCC1NC(c1nc(cc(cc2)OC(C)(C)CO)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"333","CPDXA0333","7.731656086048935","CC(C)N(CC1)CCC1NC(c1nc(C(N(CCO)C=C2)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"334","CPDXA0334","7.730611369176431","CC(C)N(CC1)CCC1NC(c1nc(c(C(N(C2)CC2O)=O)c(cc2)OCC(F)(F)F)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"335","CPDXA0335","7.7297250273511","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(OC(CCO3)C3=O)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"336","CPDXA0336","7.728623688177642","CC(C)N(CC1)CCC1NC(c([n](CC(Nc(cc1)ncc1Cl)=O)c(cc1)c2cc1C(O)=O)c2Cl)=O"
"337","CPDXA0337","7.728519104281392","O=C(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c2c1cccc2)Nc(cc1)ccc1N(CCC1)C1=O"
"338","CPDXA0338","7.7281583934635","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(OCC3COCC3)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"339","CPDXA0339","7.722849386036202","CC(C)N(CC1)CCC1NC(c1nc(c(OCCOC)ncc2)c2[n]1CC(Nc(cc1)ncc1Br)=O)=O"
"340","CPDXA0340","7.721246399047171","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)S(C)(=O)=O)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"341","CPDXA0341","7.7199151229575","CC(C)N(CC1)CCC1NC(c1nc(cc(cc2)C(OC)=O)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"342","CPDXA0342","7.719559102665249","CCOC(OC(C)OC(c(cc1)cc2c1[n](CC(Nc(cc1)ncc1Cl)=O)c(C(NC(CC1)CCN1C(C)C)=O)n2)=O)=O"
"343","CPDXA0343","7.718575262292294","CC(C)N(CC1)CCC1NC(c1c(C)nc(C(N)=O)[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"344","CPDXA0344","7.715305553449248","CC(C)N(CC1)CCC1NC(c1cc(C(OC)=O)n[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"345","CPDXA0345","7.711974464611636","CC(C)[C@H](CN(C1)S(c2cc(ccc(Cl)c3)c3[nH]2)(=O)=O)N(Cc(cc2)cc3c2c(N)ncn3)C1=O"
"346","CPDXA0346","7.71086955017334","CC(C)N(CC1)CCC1NC(c1nc(C(OC)=O)c[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"347","CPDXA0347","7.710656962712604","CC(C)N(CC1)CCC1NC(c1cc(OCC(F)F)n[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"348","CPDXA0348","7.709297756712146","NC(c(cc1)cnc1N1CCC(CN(CCN(C2)S(c3cc(ccc(Cl)c4)c4[s]3)(=O)=O)C2=O)CC1)=O"
"349","CPDXA0349","7.707005496747031","CC(C)N(CC1)CCC1NC(c1nc(c(C(N2CCOCC2)=O)ccc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"350","CPDXA0350","7.706483408050594","CC(C)N(CC1)CCC1NC(c1cc(C(OCCO)=O)n[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"351","CPDXA0351","7.705093089394808","CC(C)C[C@@H](CN(C1)S(c2cc(ccc(Cl)c3)c3[nH]2)(=O)=O)N(Cc(cc2)cc3c2c(N)ncn3)C1=O"
"352","CPDXA0352","7.702142406141627","CC(C)N(CC1)CCC1NC(c1nc(c(C(OC(C)OC(OC2CCCCC2)=O)=O)ccc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"353","CPDXA0353","7.700247431525585","CC(C)N(CC1)CCC1NC(c1nc2c(C(N3CCOCCC3)=O)[s]cc2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"354","CPDXA0354","7.699335444751886","CC(C)N(CC1)CCC1N(CC(O)=O)C(c([n](Cc1n[o]c(-c([s]2)ccc2Cl)c1)c1c(cc2)OC)cc1c2OC)=O"
"355","CPDXA0355","7.697885623043797","CC(C)N(CC1)CCC1NC(c1nc(cc(cc2)OCCN3CCOCC3)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"356","CPDXA0356","7.694218848745018","CN([C@H](CC1)C2)[C@@H]1C[C@H]2NC(c1nc(cccc2)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"357","CPDXA0357","7.691471035736268","CC(C)N(CC1)CCC1NC(c1nc2cccc(OCCOC)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"358","CPDXA0358","7.689330418196662","CC(C)N(CC1)CCC1NC(c1nc(c(C(O)=O)c(cc2)OCC(F)(F)F)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"359","CPDXA0359","7.682230482291501","CC(C)N(CC1)CCC1NC(c1nc(c(C(N(CC2)CCC2O)=O)ccc2)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"360","CPDXA0360","7.679645967182328","Cc(cc1)c2[n](CC(Nc(cc3)ncc3Cl)=O)c(C(NC(CC3)CCN3C3CC3)=O)nc2c1C(O)=O"
"361","CPDXA0361","7.67778070526608","OC(c(cc1)cc2c1[n](Cc1n[o]c(-c([s]3)ccc3Cl)c1)c(C(NC(CC1)CCN1C1CC1)=O)n2)=O"
"362","CPDXA0362","7.677671420554276","CCOC(CN(C(CC1)CCN1C(C)C)C(c1cc2c(C)ccc(C)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O)=O"
"363","CPDXA0363","7.6702300490198745","CC(C)N(CC1)CCC1NC(c1cc(OCC(F)(F)F)n[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"364","CPDXA0364","7.664052414655828","CS(c(cccc1)c1-c(cc1)ccc1NC(c1cc(cccc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O)(=O)=O"
"365","CPDXA0365","7.660548558693559","CC(C)N(CC1)CCC1NC(c1cc(C(O)=O)n[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"366","CPDXA0366","7.659331704631524","OC(c(cc1)cc2c1[n](Cc1cc(-c([s]3)ccc3Cl)n[o]1)c(C(NC(CC1)CCN1C1CC1)=O)n2)=O"
"367","CPDXA0367","7.658832858594775","CC(C)N(CC1)CCC1NC(c1nc2c(C(O)=O)[s]cc2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"368","CPDXA0368","7.658129947587405","NC(c1c[nH]c2c1cc(CCNC(c(cc1)ccc1-c1cc3cncnc3[nH]1)=O)cc2)=N"
"369","CPDXA0369","7.657035486557972","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(cc2)c1cc2C(NOC)=O)=O"
"370","CPDXA0370","7.652541645532863","CC(C)N(CC1)CCC1NC(c1cc(C(NCC(O)=O)=O)n[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"371","CPDXA0371","7.6503656952989205","CC(C)N(CC1)CCC1NC(c1nc(cc(cc2)C(O)=O)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"372","CPDXA0372","7.650334015903369","O=C([C@H](CNC(c([s]1)ccc1Cl)=O)NC1CCC1)Nc(cc1)cc(C(F)F)c1N(CCOC1)C1=O"
"373","CPDXA0373","7.646064493795869","CC(C)N(CC1)CCC1NC(c1nc(N(C)C(N(C)C2=O)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"374","CPDXA0374","7.640166173982981","CC(C)N(CC1)CCC1NC(c1c(C)nc(C(N)=O)[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"375","CPDXA0375","7.6387817644638005","CC(C)N(CC1)CCC1NC(c1cc(cccc2)c2[n]1CC(Nc(cc1)ccc1I)=O)=O"
"376","CPDXA0376","7.638272163982406","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)S(C)(=O)=O)c2[n]1CC(Nc(cc1)ccc1Cl)=O)=O"
"377","CPDXA0377","7.636617655632917","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(N3CCOCCC3)=O)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"378","CPDXA0378","7.634861230528588","CC(C)N(CC1)CCC1NC(c1cc(nc(cc2)O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"379","CPDXA0379","7.62920598072889","CC(C)N(CC1)CCC1NC(c1nc(C(N(CCOCCO)C=C2)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"380","CPDXA0380","7.628043350700496","CC(C)N(CC1)CCC1NC(c1nc(ccc(C(O)=O)c2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"381","CPDXA0381","7.625201634198155","CC(C)N(CC1)CCC1NC(c1c(C)c(C=O)c(C)[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"382","CPDXA0382","7.623970818271819","Cc1c2[n](CC(Nc(cc3)ncc3Cl)=O)c(C(NC(CC3)CCN3C3CC3)=O)cc2cc(C(O)=O)c1"
"383","CPDXA0383","7.621974930939721","OC(c(cc1)cc2c1[n](Cc1n[o]c(-c([s]3)ccc3Cl)c1)c(C(NC(CC1)CCN1C1CC1)=O)n2)=O"
"384","CPDXA0384","7.617443386679521","OC(c(cc1)cc2c1[n](Cc1n[o]c(-c([s]3)ccc3Cl)c1)c(C(NC(CC1)CCN1C1CC1)=O)n2)=O"
"385","CPDXA0385","7.61616754144763","O=C(CCNC(c([s]1)ccc1Cl)=O)Nc(cc1)cc(C(F)(F)F)c1N(CCOC1)C1=O"
"386","CPDXA0386","7.6141216951564346","CC(C)N(CC1)CCC1NC(c([n](Cc1n[o]c(-c([s]2)ccc2Cl)c1)c1c(cc2)Cl)cc1c2Cl)=O"
"387","CPDXA0387","7.613775332333889","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(NOC(C)C)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"388","CPDXA0388","7.613760371693542","CC(C)N(CC1)CCC1NC(c1nc(c(OCCOC)ncc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"389","CPDXA0389","7.613490963300673","CC(C)N(CC1)CCC1NC(c1cc(c(OCCOC)ccc2)c2[n]1Cc1cc(OC)ccc1)=O"
"390","CPDXA0390","7.610924374808177","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(N)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"391","CPDXA0391","7.607839734831392","CC(C)N(CC1)CCC1NC(c1nc(c(OCCOC)ncc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"392","CPDXA0392","7.606589484291245","CC(C)[C@@H](C(O)=O)NC(c1n[n](CC(Nc(cc2)ncc2Cl)=O)c(C(NC(CC2)CCN2C(C)C)=O)c1)=O"
"393","CPDXA0393","7.596536298654682","O=C([C@H](CNC(c([s]1)ccc1Cl)=O)NC(C(F)F)=O)Nc(cc1)ccc1N(CCOC1)C1=O"
"394","CPDXA0394","7.5963745913964065","CC(C)N(CC1)CCC1NC(c1cc(OCCOCCOC)n[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"395","CPDXA0395","7.593421753259619","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(cc2)c1cc2C(NCCS(N)(=O)=O)=O)=O"
"396","CPDXA0396","7.591212291475996","CC(C)N(CC1)CCC1NC(c1nc(cc(cc2)S(CCO)(=O)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"397","CPDXA0397","7.589054141312224","CC(C)N(CC1)CCC1NC(c1nc2cccc(OCCO)c2[n]1CC(Nc(cc1)ncc1Br)=O)=O"
"398","CPDXA0398","7.586197483230648","CC(C)N(CC1)CCC1NC(c([n](CC(Nc(cc1)ccc1Cl)=O)c1c(C)cccc11)c1C#N)=O"
"399","CPDXA0399","7.5836386249572785","CCOC(CN(C(CC1)CCN1C(C)C)C(c([n](Cc1n[o]c(-c([s]2)ccc2Cl)c1)c1c(cc2)OC)cc1c2OC)=O)=O"
"400","CPDXA0400","7.582469917362397","CC(C)N(CC1)CCC1NC(c1nc(c(C(N(C)CCO)=O)ccc2)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"401","CPDXA0401","7.582157884309641","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(OC3COCC3)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"402","CPDXA0402","7.572771947192353","CC(C)N(CC1)CCC1NC(c1nc(c(OCCO)ncc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"403","CPDXA0403","7.57098304076324","CC(C)N(CC1)CCC1NC(c([n](CC(Nc(cc1)ncc1Cl)=O)c(cn1)c2cc1OCCOC)c2Cl)=O"
"404","CPDXA0404","7.568636235841011","CCc1nc(C)c(C(NC(CC2)CCN2C(C)C)=O)[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1"
"405","CPDXA0405","7.56512694368595","CC(C)N(CC1)CCC1NC(c1nc(c(C(O)=O)c(cc2)F)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"406","CPDXA0406","7.564633493387339","NC(c(cc1)cc(CN(CC[C@@H]2NS(c3ccc(-c4cnccc4)[s]3)(=O)=O)C2=O)c1N)=N"
"407","CPDXA0407","7.561049534383684","CC(C)N(CC1)CCC1NC(c1cc(NC(C(F)F)=O)n[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"408","CPDXA0408","7.555486793665957","NC(c(cc1)cc(CN(CC[C@@H]2NS(c3ccc(-c4ccc[s]4)[s]3)(=O)=O)C2=O)c1N)=N"
"409","CPDXA0409","7.551889554223962","CC(C)N(CC1)CCC1NC(c1nc(ccc(OCCO)c2)c2[n]1Cc1nnc(-c([s]2)ccc2Cl)[s]1)=O"
"410","CPDXA0410","7.551765552173317","CC(C)N(CC1)CCC1NC(c1nc(c(C(N2CCOCC2)=O)c(cc2)F)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"411","CPDXA0411","7.551143304064089","CC(C)(C)CN[C@H](CNC(c([s]1)ccc1Cl)=O)C(Nc(cc1)ccc1N(CCOC1)C1=O)=O"
"412","CPDXA0412","7.548819250601751","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(cc2)c1cc2C(N(CCO)CCO)=O)=O"
"413","CPDXA0413","7.547223885261972","CC(C)N(CC1)CCC1NC(c1cc(cc(nc2)OCCOCCOC)c2[n]1CC(Nc(cc1)ncc1Br)=O)=O"
"414","CPDXA0414","7.546603598331237","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(cc2)c1cc2C(NCCO)=O)=O"
"415","CPDXA0415","7.543151340640638","O=C([C@@H](CNC(c([s]1)ccc1Cl)=O)NCC(F)F)Nc(cc1)ccc1N(CCOC1)C1=O"
"416","CPDXA0416","7.540306023522029","OC(c1cc(C2CC2)c2[n](Cc3n[o]c(-c([s]4)ccc4Cl)c3)c(C(NC(CC3)CCN3C3CC3)=O)nc2c1)=O"
"417","CPDXA0417","7.54025363794968","CCOC(CNC(c(cc1)cc2c1[n](Cc1n[o]c(-c([s]3)ccc3Cl)c1)nc2C(NC(CC1)CCN1C(C)C)=O)=O)=O"
"418","CPDXA0418","7.538365086614108","O=C(C[n]1c(C(Nc(cc2)ccc2N(C=CC(N2)=O)C2=O)=O)nc2c1cccc2)Nc(cc1)ncc1Cl"
"419","CPDXA0419","7.534379868946903","OC(c1cccc2c1cc(C(NC(CC1)CCN1C1CC1)=O)[n]2CC(Nc(cc1)ncc1Cl)=O)=O"
"420","CPDXA0420","7.531512030178165","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(cc2)c1cc2C(OCCO)=O)=O"
"421","CPDXA0421","7.522011023749109","OC(C(CN(C1)S(c2cc(ccc(Cl)c3)c3[s]2)(=O)=O)N(Cc2cc3cnccc3[nH]2)C1=O)=O"
"422","CPDXA0422","7.518950161593534","O=C(CCNC(c([s]1)ccc1Cl)=O)Nc(cc1)ccc1N(CCOC1)C1=O"
"423","CPDXA0423","7.5128277126743885","OC(c1cccc2c1nc(C(NC(CC1)CCN1C1CC1)=O)[n]2Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"424","CPDXA0424","7.5109473745137905","CCOC(CNC(c1n[n](CC(Nc(cc2)ncc2Cl)=O)c(C(NC(CC2)CCN2C(C)C)=O)c1)=O)=O"
"425","CPDXA0425","7.50986620155012","CC(C)N(CC1)CCC1NC(c1nc(c(C(OC(C)OC(OC2CCCCC2)=O)=O)ccc2)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"426","CPDXA0426","7.508638306165727","CC(C)N(CC1)CCC1NC(c1nc(ccc(OCc2n[nH]nn2)c2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"427","CPDXA0427","7.506960411682348","NC(c1cccc(C(CC2)CCN2C(c(cc2)ccc2-c2cnccc2)=O)c1)=N"
"428","CPDXA0428","7.504818139173315","CC(C)N(CC1)CCC1N(C(CC1CNC(c([s]2)ccc2Cl)=O)=O)S1(=O)=O"
"429","CPDXA0429","7.502590760034073","CC(C)N(CC1)CCC1NC(c1nc(cc(cc2)C(N(C3)CC3O)=O)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"430","CPDXA0430","7.501689227367232","COC(c1cccc2c1nc(C(Nc(cc1)ccc1N(CCOC1)C1=O)=O)[n]2CC(Nc(cc1)ncc1Cl)=O)=O"
"431","CPDXA0431","7.500475312267048","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(N(C)CCO)=O)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"432","CPDXA0432","7.500250906535183","CC(C)N(CC1)CCC1NC(c1cc(cc(nc2)OCCOC)c2[n]1CC(Nc(cc1)ncc1Br)=O)=O"
"433","CPDXA0433","7.492263926737667","CC(C)N(CC1)CCC1NC(c1cc(cc(nc2)OCCOCCO)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"434","CPDXA0434","7.48585159794302","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(NCCO)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"435","CPDXA0435","7.482860201135916","CC(C)N(CC1)CCC1NC(c1cc(OCC(F)(F)F)n[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"436","CPDXA0436","7.482548188443935","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(OC(C)OC(OC3CCCCC3)=O)=O)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"437","CPDXA0437","7.482285130907725","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)OCC(OC(C)C)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"438","CPDXA0438","7.4800408192479315","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(cc2)c1cc2C(NCC(N)=O)=O)=O"
"439","CPDXA0439","7.477947199131177","NC(c(cc1)cc(CN(CC[C@@H]2NS(c3ccc(-c4n[o]cc4)[s]3)(=O)=O)C2=O)c1N)=N"
"440","CPDXA0440","7.477704036264131","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(cc2)c1cc2C(NCCN(CCN1)C1=O)=O)=O"
"441","CPDXA0441","7.471807849791263","CC(C)N(CC1)CCC1NC(c([n](CC(Nc(cc1)ncc1Cl)=O)c(cn1)c2cc1OCCO)c2Cl)=O"
"442","CPDXA0442","7.471547574331763","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(OC(C)C)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"443","CPDXA0443","7.4714265709305625","OC(c(cc1)cc2c1[n](Cc1n[o]c(-c([s]3)ccc3Cl)c1)c(C(NC(CC1)CCN1C1CC1)=O)n2)=O"
"444","CPDXA0444","7.467946703638803","OC(c(cc1)cc2c1[n](Cc1nnc(-c([s]3)ccc3Cl)[s]1)c(C(NC(CC1)CCN1C1CC1)=O)n2)=O"
"445","CPDXA0445","7.46457930039028","O=C([C@@H](CNC(c([s]1)ccc1Cl)=O)NC1CCC1)Nc(cc1)ccc1N(CCOC1)C1=O"
"446","CPDXA0446","7.456542108540514","CC(C)N(CC1)CCC1NC(c1cc(C(N(C2)CC2O)=O)n[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"447","CPDXA0447","7.453968102380564","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c2c1ccc(C(OC)=O)c2)=O"
"448","CPDXA0448","7.451364940185248","CCOC(Cc1c(CN)[s]c(CN(CCN(C2)S(c3cc(ccc(Cl)c4)c4[s]3)(=O)=O)C2=O)n1)=O"
"449","CPDXA0449","7.450819031638687","CC(C)N(CC1)CCC1NC(c1cc(cc(nc2)OCCOC)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"450","CPDXA0450","7.450565180700016","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(OCOC(C(C)(C)C)=O)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"451","CPDXA0451","7.450159679445374","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(cc2)c1cc2C(NCCS(C)(=O)=O)=O)=O"
"452","CPDXA0452","7.448492024705923","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(cc2)c1cc2C(O)=O)=O"
"453","CPDXA0453","7.4471028631477685","Cc(cc1)c2[n](CC(Nc(cc3)ncc3Cl)=O)c(C(NC(CC3)CCN3C3CC3)=O)nc2c1C(O)=O"
"454","CPDXA0454","7.446036238409422","CC(C)N(CC1)CCC1NC(c1nc(cc(cc2)C(OC(C)OC(OC3CCCCC3)=O)=O)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
