"Structure No","ID_NEW","pKi","Smiles"
"153","CPDXA0153","8.23807216157947","NC(c(cc1)cc(CN(CC[C@@H]2NS(c3cc(c(Cl)ncc4)c4[s]3)(=O)=O)C2=O)c1O)=N"
"154","CPDXA0154","8.236048489501325","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(OCCO)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"155","CPDXA0155","8.232844133917819","CC(C)N(CC1)CCC1NC(c([n]1Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(C)nc1Br)=O"
"156","CPDXA0156","8.232264326534843","CC(C)N(CC1)CCC1NC(c1nc(c(OCCO)ncc2)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"157","CPDXA0157","8.229884705212898","COC[C@@H](CN(C1)S(c2cc(ccc(Cl)c3)c3[nH]2)(=O)=O)N(Cc(cc2)cc3c2c(N)ncn3)C1=O"
"158","CPDXA0158","8.221848749616356","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c2c1cccc2)=O"
"159","CPDXA0159","8.221848749616356","O=C([C@H](CNC(c([s]1)ccc1Cl)=O)N(CC(F)F)C1CCC1)Nc(cc1)ccc1N(CCOC1)C1=O"
"160","CPDXA0160","8.215195180349216","CC(C)N(CC1)CCC1NC(c([n](Cc1n[o]c(-c([s]2)ccc2Cl)c1)c1c(cc2)OC)cc1c2OC)=O"
"161","CPDXA0161","8.208356394320326","CC(C)N(CC1)CCC1N(CC(Nc(cc1)ncc1Cl)=O)S(CCNC(c([s]1)ccc1Cl)=O)(=O)=O"
"162","CPDXA0162","8.19765698404098","O=C(c1nc(cccc2)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)Nc(cc1)ccc1N(C=CC(N1)=O)C1=O"
"163","CPDXA0163","8.19314197048118","CC(C)N(CC1)CCC1N(CCO)S(CCNC(c([s]1)ccc1Cl)=O)(=O)=O"
"164","CPDXA0164","8.191594261813707","CC(C)N(CC1)CCC1NC(c1nc(c(OCCOC)ncc2)c2[n]1Cc1nnc(-c([s]2)ccc2Cl)[s]1)=O"
"165","CPDXA0165","8.190440285364732","CCS(c1ncc(C(NC(CC2)CCN2C(C)C)=O)[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)(=O)=O"
"166","CPDXA0166","8.18575240426808","COc(cc1)ncc1-c(cc1)ccc1C(N(CC1)CC=C1c1cc(C(N)=N)ccc1)=O"
"167","CPDXA0167","8.18410162826156","CCOC(OC(C)OC(c1cccc2c1nc(C(NC(CC1)CCN1C(C)C)=O)[n]2Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O)=O"
"168","CPDXA0168","8.183455732862315","CC(C)N(CC1)CCC1NC(c1nc2ccnc(O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"169","CPDXA0169","8.173393743112328","CC(C)N(CC1)CCC1NC(c([n](Cc1n[o]c(-c([s]2)ccc2Cl)c1)c(cc1)c2cc1S(C)(=O)=O)c2C#N)=O"
"170","CPDXA0170","8.170170705998425","CN(CC1)CCC1N(CC1)CCN1C([C@@H](c1ccccc1)NC(c1cc([nH]cc2)c2cc1)=O)=O"
"171","CPDXA0171","8.169093657231368","CCOC(OC(C)OC(c1cccc2c1cc(C(NC(CC1)CCN1C(C)C)=O)[n]2Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O)=O"
"172","CPDXA0172","8.166865062432475","CC(C)N(CC1)CCC1N(C)S(CCNC(c([s]1)ccc1Cl)=O)(=O)=O"
"173","CPDXA0173","8.164320072673915","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(OCCN(CCN3)C3=O)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"174","CPDXA0174","8.158695089663533","CC(C)N(CC1)CCC1NC(c1nc(c(C(N(C2)CC2OC)=O)ccc2)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"175","CPDXA0175","8.157033659222131","CC(C)N(CC1)CCC1NC(c1nc(c(OCCOC)ccc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"176","CPDXA0176","8.155597945328196","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c2c1c(C(N1)=NOC1=O)ccc2)=O"
"177","CPDXA0177","8.15523902125011","CC(C)N(CC1)CCC1NC(c1cc(nc(cc2)C(OC)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"178","CPDXA0178","8.155098480520282","CC(C)N(CC1)CCC1NC(c([n](Cc1n[o]c(-c([s]2)ccc2Cl)c1)c1ccc2)cc1c2Cl)=O"
"179","CPDXA0179","8.154901959985743","CC(C)N(CC1)CCC1NC(c([n](Cc1n[o]c(-c([s]2)ccc2Cl)c1)c(-c1ccccc1)n1)c1Cl)=O"
"180","CPDXA0180","8.154901959985743","CC(C)N(CC1)CCC1NC(c1c(C)nc(-c2ccccc2)[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"181","CPDXA0181","8.15244311432888","CC(C)N(CC1)CCC1NC(c1ccc(C(OC)=O)[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"182","CPDXA0182","8.14996674231023","CC(C)N(CC1)CCC1N(Cc1n[o]c(C)c1)S(CCNC(c([s]1)ccc1Cl)=O)(=O)=O"
"183","CPDXA0183","8.149450981673997","Cc1c2[n](CC(Nc(cc3)ncc3Br)=O)c(C(NC(CC3)CCN3C3CC3)=O)cc2cc(C(O)=O)c1"
"184","CPDXA0184","8.144724278704432","CC(C)N(CC1)CCC1NC(c1nc(cc(cc2)O)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"185","CPDXA0185","8.14206473528057","CC(C)N(CC1)CCC1N(Cc(cc1)cnc1N)S(CCNC(c([s]1)ccc1Cl)=O)(=O)=O"
"186","CPDXA0186","8.140498522188132","CC(C)N(CC1)CCC1NC(c1nc(c(CO)ccc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"187","CPDXA0187","8.140261433802852","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)OCCO)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"188","CPDXA0188","8.137503863000632","CC(C)N(CC1)CCC1NC(c1c(C)c(cccc2)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"189","CPDXA0189","8.136239537793031","CC(C)N(CC1)CCC1N(Cc1cnccc1)S(CCNC(c([s]1)ccc1Cl)=O)(=O)=O"
"190","CPDXA0190","8.121864563232531","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(OC)=O)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"191","CPDXA0191","8.11336831588654","CCOC(c1ncc(C(NC(CC2)CCN2C(C)C)=O)[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"192","CPDXA0192","8.1126291405883","O=C([C@@H](CNC(c([s]1)ccc1Cl)=O)N(C1CC1)C1CC1)Nc(cc1)cc(C(F)F)c1N(CCOC1)C1=O"
"193","CPDXA0193","8.11121554724018","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(cc2)c1cc2C(N(C1)CC1O)=O)=O"
"194","CPDXA0194","8.105407140285154","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(NCCO)=O)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"195","CPDXA0195","8.101873498524375","CC(C)N(CC1)CCC1NC(c1nc(cc(cc2)OCCO)c2[n]1Cc1nnc(-c([s]2)ccc2Cl)[s]1)=O"
"196","CPDXA0196","8.101823516502323","CCOCC(COc(cc1)cc2c1[n](CC(Nc(cc1)ncc1Cl)=O)c(C(NC(CC1)CCN1C(C)C)=O)n2)O"
"197","CPDXA0197","8.098031210867928","CC(C)N(CC1)CCC1NC(c1nc(c(C(N(C2)CC2O)=O)ccc2)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"198","CPDXA0198","8.096910013008056","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(OC(C)C)=O)c2[n]1CC(Nc(cc1)ccc1Cl)=O)=O"
"199","CPDXA0199","8.091399835249927","OC(c1cc(Cl)c2[n](Cc3n[o]c(-c([s]4)ccc4Cl)c3)c(C(NC(CC3)CCN3C3CC3)=O)nc2c1)=O"
"200","CPDXA0200","8.086197773895208","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(O)=O)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"201","CPDXA0201","8.084100933915744","CC(C)N(CC1)CCC1NS(CCNC(c([s]1)ccc1Cl)=O)(=O)=O"
"202","CPDXA0202","8.079876673709276","CCCCNc1nc(cc(CN(CCN(C2)S(c3cc(ccc(Cl)c4)c4[s]3)(=O)=O)C2=O)cc2)c2c(N)n1"
"203","CPDXA0203","8.078313524516398","CC(C)N(CC1)CCC1NC(c1nc(c(C(N(CC2)CCC2(F)F)=O)ccc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"204","CPDXA0204","8.07413362248425","CCOC(OC(C)OC(c1cccc2c1nc(C(NC(CC1)CCN1C(C)C)=O)[n]2Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O)=O"
"205","CPDXA0205","8.066773694013419","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(O)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"206","CPDXA0206","8.064996848546345","O=C([C@@H](CNC(c([s]1)ccc1Cl)=O)N(CC(F)F)CC1CC1)Nc(cc1)cc(C(F)(F)F)c1N(CCOC1)C1=O"
"207","CPDXA0207","8.064492734175287","C[C@@H](CN(Cc(cc1)cc2c1c(N)ncn2)C([C@@H]1C)=O)N1S(c1cc(ccc(Cl)c2)c2[s]1)(=O)=O"
"208","CPDXA0208","8.062538866541564","CC(C)N(CC1)CCC1NC(c1cc(C(N[C@H](C(O)=O)c2ccccc2)=O)n[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"209","CPDXA0209","8.057590993823219","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(N(C3)CC3O)=O)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"210","CPDXA0210","8.056754637413759","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)Br)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"211","CPDXA0211","8.05534298465459","CC(C)N(CC1)CCC1NC(c1nc(c(C(NCCO)=O)ccc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"212","CPDXA0212","8.053056729302174","NC(c(cc1)cc(CN(CC[C@@H]2NS(c3ccc(-c4n[o]cc4)[s]3)(=O)=O)C2=O)c1O)=N"
"213","CPDXA0213","8.050938388559592","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(OC(C)OC(OCCOC)=O)=O)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"214","CPDXA0214","8.048455006504028","CC(C)N(CC1)CCC1NC(c([n](Cc1n[o]c(-c([s]2)ccc2Cl)c1)c(-c1ccccc1)n1)c1Cl)=O"
"215","CPDXA0215","8.048455006504028","CCc1nc(C)c(C(NC(CC2)CCN2C(C)C)=O)[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1"
"216","CPDXA0216","8.048455006504028","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)Cl)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"217","CPDXA0217","8.045757490560675","CC(C)N(CC1)CCC1NC(c1c(C)nc(-c(cccc2)c2OC)[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"218","CPDXA0218","8.035269078946369","COc(cc1)ncc1-c(cc1)ccc1C(N(CC1)CCC1c1cc(C(N)=N)ccc1)=O"
"219","CPDXA0219","8.034271064655496","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(OCCN(CCC3)C3=O)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"220","CPDXA0220","8.033312488140508","CC(C)N(CC1)CCC1NC(c1nc(cc(cc2)OCCO)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"221","CPDXA0221","8.03198529243708","O=C([C@@H](CNC(c([s]1)ccc1Cl)=O)N(CC1CC1)CC1CC1)Nc(cc1)cc(C(F)F)c1N(CCOC1)C1=O"
"222","CPDXA0222","8.01708870793064","CC(C)N(CC1)CCC1NS(CCNC(c([s]1)ccc1Cl)=O)(=O)=O"
"223","CPDXA0223","8.014834466746382","CCOC(COc1cccc2c1cc(C(NC(CC1)CCN1C(C)C)=O)[n]2Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"224","CPDXA0224","8.008627008476228","CC(C)N(CC1)CCC1NC(c1nc2ccnc(OCCO)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"225","CPDXA0225","8.005341179840043","CC(C)N(CC1)CCC1N(Cc(cc1)cc2c1[o]nc2N)S(CCNC(c([s]1)ccc1Cl)=O)(=O)=O"
"226","CPDXA0226","8.002726170412316","COC(c(cc1)cc2c1[n](Cc1n[o]c(-c([s]3)ccc3Cl)c1)nc2C(Nc(cc1)ccc1N(CCOC1)C1=O)=O)=O"
"227","CPDXA0227","8.002682416592064","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c2c1c(C#N)ccc2)=O"
"228","CPDXA0228","8.001700388649915","Cc1c2[n](CC(Nc(cc3)ncc3Cl)=O)c(C(NC(CC3)CCN3C3CC3)=O)cc2cc(C(O)=O)c1"
"229","CPDXA0229","8.0","CC(C)N(CC1)CCC1NC(c1cc(C(OC)=O)n[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"230","CPDXA0230","7.9980798131876325","CC(C)N(CC1)CCC1NC(c1cc([N+]([O-])=O)n[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"231","CPDXA0231","7.99225222199926","NC(c1cccc(C(CC2)CCN2C(c(cc2)ccc2-c(cc2)cc[n+]2[O-])=O)c1)=N"
"232","CPDXA0232","7.991483330350609","CC(C)N(CC1)CCC1NC(c([n](Cc1n[o]c(-c([s]2)ccc2Cl)c1)nc1-c2ccc[s]2)c1C#N)=O"
"233","CPDXA0233","7.990974257913089","NC(c(cc1)cc(CN(CC[C@@H]2NS(c([s]c3ccc4)cc3c4Cl)(=O)=O)C2=O)c1N)=N"
"234","CPDXA0234","7.989064799881454","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(OC(C)C)=O)c2[n]1CC(Nc(cc1)ccc1Cl)=O)=O"
"235","CPDXA0235","7.987883222018884","CC(C)N(CC1)CCC1NC(c1nc(c(C(N(C2)CC2O)=O)ccc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"236","CPDXA0236","7.984640244590786","CC(C)[C@@H](CN(C1)S(c2cc(ccc(Cl)c3)c3[nH]2)(=O)=O)N(Cc(cc2)cc3c2c(N)ncn3)C1=O"
"237","CPDXA0237","7.984228513144976","CC(C)N(CC1)CCC1NC(c1cc(nc(cc2)C(O)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"238","CPDXA0238","7.977373726528194","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(cc2)c1cc2C(N(C1)CC1C(O)=O)=O)=O"
"239","CPDXA0239","7.977035889206281","O=C(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(-c2ccc[o]2)c1)Nc(cc1)ccc1N(CCOC1)C1=O"
"240","CPDXA0240","7.9753095737139015","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(O)=O)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"241","CPDXA0241","7.969085346352649","O=C([C@@H](CNC(c([s]1)ccc1Cl)=O)NC(C(F)F)=O)Nc(cc1)ccc1N(CCOC1)C1=O"
"242","CPDXA0242","7.968551140019312","CC(C)N(CC1)CCC1NC(c1nc(c(C(N2CCOCCC2)=O)ccc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"243","CPDXA0243","7.966631729891545","CC(C)N(CC1)CCC1NC(c1c(C)cc(C)[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"244","CPDXA0244","7.9642173138995105","OC(c(cc(cc1)N(C=CC=C2)C2=O)c1NC(CCNC(c([s]1)ccc1Cl)=O)=O)=O"
"245","CPDXA0245","7.963008194788742","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(N(CC3)CCC3(F)F)=O)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"246","CPDXA0246","7.962687762420531","CC(C)N(CC1)CCC1NC(c1cc(C(O)=O)n[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"247","CPDXA0247","7.960398519885564","CC(C)N(CC1)CCC1NC(c1cc(c(Cl)c(cc2)N)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"248","CPDXA0248","7.959134131648544","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(OCC(O3)=C(C)OC3=O)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"249","CPDXA0249","7.958607314841775","CCOC(c(cc1)cc2c1[n](Cc1n[o]c(-c([s]3)ccc3Cl)c1)c(C(NC(CC1)CCN1C(C)C)=O)c2)=O"
"250","CPDXA0250","7.955460239607588","CCOC(OC(C)OC(c1cccc2c1nc(C(NC(CC1)CCN1C(C)C)=O)[n]2CC(Nc(cc1)ncc1Cl)=O)=O)=O"
"251","CPDXA0251","7.95350483566529","NC(c(cc1)cc(CN(CC[C@@H]2NS(c3cc(ccnc4)c4[s]3)(=O)=O)C2=O)c1O)=N"
"252","CPDXA0252","7.953207917521043","CC(C)N(CC1)CCC1NC(c1nc(c(C(O)=O)ccc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"253","CPDXA0253","7.947958662948582","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(cc2)c1cc2C(N1CCOCCC1)=O)=O"
"254","CPDXA0254","7.934925463176122","CC(C)N(CC1)CCC1NC(c1nc(c(OC)ncc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"255","CPDXA0255","7.92693598216088","N#Cc1c(C(NC(CC2)CCN2c2ccncc2)=O)[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c2c1cccc2"
"256","CPDXA0256","7.926316446103106","CC(C)N(CC1)CCC1NC(c1nc(cc(cc2)OCCOC)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"257","CPDXA0257","7.926187804368923","CC(C)N(CC1)CCC1NC(c1nc(ccc(S(CCO)(=O)=O)c2)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"258","CPDXA0258","7.925824247148021","CC(C)N(CC1)CCC1NC(c1nc(c(C(OC)=O)ccc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"259","CPDXA0259","7.924471593751002","O=C(c1nc(cccc2)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)Nc(cc1)ccc1N(C=C1)C=CC1=O"
"260","CPDXA0260","7.922266998670583","CC(C)N(CC1)CCC1NC(c1nc(c(C(N(C2)CC2O)=O)c(cc2)F)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"261","CPDXA0261","7.92011657469385","CC(C)N(CC1)CCC1NC(c1nc2cccc(OCCOC)c2[n]1CC(Nc(cc1)ncc1Br)=O)=O"
"262","CPDXA0262","7.910517710104615","CCOC(OC(C)OC(c(cc1)cc2c1[n](Cc1n[o]c(-c([s]3)ccc3Cl)c1)c(C(NC(CC1)CCN1C(C)C)=O)n2)=O)=O"
"263","CPDXA0263","7.908595590127802","O=C(C(CC1)CCN1c1ccncc1)N(CC1)CCN1S(c(cc1)cc(cc2)c1cc2Cl)(=O)=O"
"264","CPDXA0264","7.906446450927231","CC(C)N(CC1)CCC1N(CC(O)=O)C(c1cc2c(C)ccc(C)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"265","CPDXA0265","7.8988566735082495","O=C(c1cc(cccc2)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)NC(C1)CN1c1ccncc1"
"266","CPDXA0266","7.887705631091515","CC(C)N(CC1)CCC1NC(c1nc(c(C(N(C)CCO)=O)ccc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"267","CPDXA0267","7.887345359137068","CC(C)N(CC1)CCC1NC(c1cc(-c2ccc[s]2)n[n]1Cc1cc(ccc(Cl)c2)c2[s]1)=O"
"268","CPDXA0268","7.886056647693162","O=C([C@@H](CNC(c([s]1)ccc1Cl)=O)NC(OCc1ccccc1)=O)Nc(cc1)cc(C(F)(F)F)c1N(CCOC1)C1=O"
"269","CPDXA0269","7.884536936216992","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(cc2)c1cc2C(N(C)CCO)=O)=O"
"270","CPDXA0270","7.884021687903161","CC(C)N(CC1)CCC1NC(c1cc(c(C(OCOC(C(C)(C)C)=O)=O)ccc2)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"271","CPDXA0271","7.874875410623501","O=C([C@@H](CNC(c([s]1)ccc1Cl)=O)N(C1CC1)C1CC1)Nc(cc1)ccc1N(CCOC1)C1=O"
"272","CPDXA0272","7.873236742933403","CC(C)N(CC1)CCC1NC(c1nc(cc(cc2)OCCCO)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"273","CPDXA0273","7.872805246140574","CC(C)N(CC1)CCC1NC(c1nc(c(C(N2CCN(C)CC2)=O)ccc2)c2[n]1Cc1cc(ccc(Cl)c2)c2[s]1)=O"
"274","CPDXA0274","7.869964306007462","CC(C)N(CC1)CCC1NC(c([n](Cc1n[o]c(-c([s]2)ccc2Cl)c1)nc1-c2ccc[s]2)c1C#N)=O"
"275","CPDXA0275","7.866504299964161","CC(C)N(CC1)CCC1NC(c1nc2c(C(N(C3)CC3O)=O)[s]cc2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"276","CPDXA0276","7.865185629679539","CC(C)N(CC1)CCC1NC(c1nc(c(COCCOC)ccc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"277","CPDXA0277","7.859349885724248","CCOC(CN(C(CC1)CCN1C(C)C)C(c1cc2cccc(C)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O)=O"
"278","CPDXA0278","7.8579235389267135","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(OCC(CO3)OC3=O)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"279","CPDXA0279","7.853871964321761","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)OC(C)(C)C(O)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"280","CPDXA0280","7.853251986369359","Nc1nccc2c1ccc(CN(CCN(C1)S(c3cc(ccc(Cl)c4)c4[s]3)(=O)=O)C1=O)c2"
"281","CPDXA0281","7.8474533519691745","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(cc2)c1cc2C(N(C)CCO)=O)=O"
"282","CPDXA0282","7.846374174111349","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(cc2)c1cc2C(NCC(O)=O)=O)=O"
"283","CPDXA0283","7.845381715292456","CC(C)N(CC1)CCC1NC(c1nc(CCCC2C(O)=O)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"284","CPDXA0284","7.842713548840369","CC(C)N(CC1)CCC1NC(c1cc(cccc2)c2[n]1CC(Nc(cc1)cc(F)c1Cl)=O)=O"
"285","CPDXA0285","7.839666228929133","CC(C)N(CC1)CCC1N(Cc1nnc(C2CC2)[s]1)S(CCNC(c([s]1)ccc1Cl)=O)(=O)=O"
"286","CPDXA0286","7.8378931481423315","CC(C)N(CC1)CCC1NC(c1cc(cc(cc2)C(N3CCOCC3)=O)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"287","CPDXA0287","7.837841483590847","COCCOc1cccc2c1nc(C(Nc(cc1)ccc1N(CCOC1)C1=O)=O)[n]2CC(Nc(cc1)ncc1Cl)=O"
"288","CPDXA0288","7.836720963645705","CC(C)N(CC1)CCC1NC(c1nc2ccnc(OCCOC)c2[n]1Cc1nnc(-c([s]2)ccc2Cl)[s]1)=O"
"289","CPDXA0289","7.834481720265965","CC(C)N(CC1)CCC1N(CC(F)(F)F)S(CCNC(c([s]1)ccc1Cl)=O)(=O)=O"
"290","CPDXA0290","7.833838144892446","CCOC(OC(C)OC(c(cc1)cc2c1[n](CC(Nc(cc1)ncc1Cl)=O)c(C(NC(CC1)CCN1C(C)C)=O)c2)=O)=O"
"291","CPDXA0291","7.831270768706286","CC(C)N(CC1)CCC1NC(c1cc2cc(Cl)cc(Cl)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"292","CPDXA0292","7.83021465899928","O=C(C[n]1c(C(Nc(cc2)ccc2N(C=CN=C2)C2=O)=O)nc2c1cccc2)Nc(cc1)ncc1Cl"
"293","CPDXA0293","7.830112845425618","CC(C)N(CC1)CCC1NC(c1cc(c(C(N(C2)CC2O)=O)ccc2)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"294","CPDXA0294","7.828858848971617","N[C@H](CNC(c([s]1)ccc1Cl)=O)C(Nc(cc1)cc(Cl)c1N(CCOC1)C1=O)=O"
"295","CPDXA0295","7.826989468841943","CC(C)N(CC1)CCC1NC(c1nc(c(C(OCC2CC2)=O)ccc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
"296","CPDXA0296","7.826522356547004","COc(cc1)ncc1-c(cc1)ccc1C(NCCc(cc1)cc2c1[nH]cc2C(N)=N)=O"
"297","CPDXA0297","7.825309360303454","CC(C)N(CC1)CCC1NC(c1n[n](Cc2n[o]c(-c([s]3)ccc3Cl)c2)c(cc2)c1cc2C(N(C)CC(O)=O)=O)=O"
"298","CPDXA0298","7.824875990832918","CC(C)N(CC1)CCC1NC(c([n](Cc1n[o]c(-c([s]2)ccc2Cl)c1)c1ccc2)cc1c2Br)=O"
"299","CPDXA0299","7.823908740944318","CC(C)N(CC1)CCC1NC(c1cc(cccc2)c2[n]1CC(Nc([s]1)ccc1Cl)=O)=O"
"300","CPDXA0300","7.823804535276021","CC(C)N(CC1)CCC1NC(c1cc(ccc(C)c2)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"301","CPDXA0301","7.820450583449319","CC(C)N(CC1)CCC1NC(c1cc(c(C(F)(F)F)ccc2)c2[n]1Cc1n[o]c(-c([s]2)ccc2Cl)c1)=O"
"302","CPDXA0302","7.8154934303263195","O=C(CCNC(c([s]1)ccc1Cl)=O)Nc(cc1)cc(F)c1N(CCOC1)C1=O"
"303","CPDXA0303","7.810509686300632","NC(c1cccc(C(CC2)CCN2C(c(cc2)ccc2-c2ccncc2)=O)c1)=N"
"304","CPDXA0304","7.808829354588019","CC(C)N(CC1)CCC1NC(c1nc(c(C(N(C)CCO)=O)ccc2)c2[n]1CC(Nc(cc1)ncc1Cl)=O)=O"
